Temperatura,Personas,Electrodomesticos,Consumo_kWh
23.78500338737517,5.0,18.0,61.612409253584076
21.970523256693312,4.0,9.0,49.71555859771443
25.696969692444576,5.0,7.0,
25.011507872471814,5.0,9.0,51.971539325710616
16.38918472514117,5.0,9.0,114.80479028939627
27.240447140846065,1.0,11.0,45.87112270666982
22.441861106352043,1.0,19.0,56.5474964126315
15.814585832210817,1.0,7.0,26.03616240237279
13.929656671578284,2.0,,51.78140713570579
18.167174839629016,1.0,7.0,29.168661880200595
18.5164236135081,4.0,13.0,50.17716103292137
26.703792831345574,4.0,13.0,
26.514911225370422,4.0,9.0,55.528582369453765
28.26829058604766,2.0,19.0,59.63755252247352
15.668057068394967,4.0,19.0,56.570720960157146
16.065418144062225,1.0,11.0,31.412220956400112
22.43877632795924,,20.0,61.88438145894161
19.514182274316376,2.0,13.0,46.93943372126254
13.479487666448973,3.0,9.0,41.200608158603806
26.143459659733495,4.0,20.0,66.23592520887482
27.414786699449834,4.0,17.0,60.37679679501128
17.93373453965286,5.0,14.0,54.07946571856518
12.956771762658946,2.0,16.0,41.44442316748647
21.440607225531085,1.0,20.0,54.55606421629278
22.23831689346984,,10.0,42.84623273503327
17.738701502959053,1.0,6.0,30.528106959659752
23.563671094944922,4.0,6.0,39.0956824023903
20.84432799292644,3.0,11.0,47.710958816453534
27.217034544287422,2.0,15.0,57.51772525888329
20.899652850872126,5.0,15.0,61.27885705053975
16.734867581000245,2.0,7.0,38.12678605297875
22.75307954863316,3.0,17.0,56.68598629850611
26.394173861392677,4.0,18.0,62.745433755318736
27.423750400470784,5.0,9.0,53.18739724667
22.58786670461707,2.0,12.0,48.40551358557806
25.524033377003363,4.0,16.0,58.49781016793439
15.531857157429759,4.0,9.0,37.76109047346638
20.356587337870906,1.0,18.0,51.67303524481905
25.16716378152958,5.0,5.0,47.67592563857191
23.016683508343277,,15.0,53.57345134563016
23.73222495351574,3.0,14.0,155.2034195882463
29.627902955987544,5.0,13.0,64.87381857812176
17.993377024488606,5.0,9.0,45.672431912389065
24.784831534687846,2.0,9.0,45.322069649899426
24.579538787556867,1.0,20.0,61.031932855009295
22.28899554265788,5.0,13.0,56.72432823639819
27.56923661133502,3.0,16.0,58.097787376937326
23.191208157305937,5.0,17.0,62.83316927838898
20.6233654660958,4.0,18.0,60.14162061103662
20.29731237274797,1.0,7.0,30.078921864160158
20.956763839243692,3.0,11.0,40.481146529307935
23.77229202487597,2.0,16.0,53.5021123588472
16.682735581994784,2.0,11.0,36.39941607410205
20.969501281824876,,18.0,55.523827340401105
13.133472315048481,2.0,18.0,42.38142953981406
15.149211116850369,4.0,,47.8711949253098
29.624539396513896,4.0,9.0,58.22035914453369
,4.0,9.0,42.75611922096792
23.733019086885445,,12.0,53.859567629561894
16.44198023918265,5.0,7.0,40.642157714963695
26.904195184759878,5.0,8.0,55.84019666473399
15.360995958419451,1.0,18.0,48.90425632577047
24.562144569085948,1.0,15.0,52.29568172862277
23.66559841978832,2.0,15.0,53.706739347692505
19.20185657477933,4.0,12.0,46.30387721333972
23.486510945471874,5.0,15.0,
22.586298214371762,2.0,14.0,50.83804126661703
21.141097995471846,1.0,16.0,47.317790691502815
27.267182484820722,4.0,19.0,74.37232709827892
19.21694292170266,2.0,10.0,37.859025231386234
16.299436197844866,3.0,12.0,45.0253607164319
28.611256702187532,,6.0,41.01918581469977
21.72067878372828,5.0,15.0,63.853683991980915
23.251162552208644,5.0,12.0,54.328152270872664
22.63158981635035,1.0,10.0,41.11883013421124
19.348265629568388,3.0,7.0,36.07595746758403
24.694430871559902,,14.0,48.459631585464436
19.394045865390048,1.0,13.0,47.064532610490836
23.613605192665865,3.0,8.0,41.652080547522516
24.36186988936242,3.0,19.0,62.372473400235236
24.059583744294574,5.0,7.0,47.8104929635179
26.608889617472755,4.0,12.0,58.69770056684461
20.30267726994838,5.0,17.0,62.12544469372696
13.756419253952252,2.0,14.0,45.83332312840602
25.801126098331945,5.0,18.0,60.34553927793686
25.530394657736295,2.0,19.0,61.21724375029492
20.83786678604329,4.0,9.0,47.61915791286875
23.388195165288433,1.0,17.0,51.65371427143338
25.737446751746255,4.0,18.0,66.8085695887805
19.702346403028212,5.0,12.0,52.92081016068837
22.205032771377198,3.0,12.0,54.67910351456069
25.949240992457565,3.0,16.0,59.29562762497188
17.157054370053395,3.0,10.0,41.13426030570241
21.78585875445472,4.0,15.0,52.74177043860879
21.619221276666686,3.0,16.0,
20.200008472492108,5.0,20.0,69.26737868808493
15.938913785505688,1.0,7.0,30.437462882611523
30.54183611247876,4.0,6.0,47.20915482318437
23.103643480325417,2.0,13.0,45.493350463134206
16.114913676821388,5.0,17.0,65.24336610013947
20.47016743328353,3.0,6.0,36.68747209396676
18.98992852829447,1.0,5.0,30.974553193135723
23.569768892903298,4.0,5.0,40.53277007620364
26.739615473577732,5.0,12.0,55.96864810477655
,1.0,19.0,55.429342828640515
16.352447989270047,,5.0,22.950209117162846
23.130390009371535,4.0,16.0,62.00238936636806
15.487333592007744,1.0,19.0,49.830361002429065
21.969431803843346,5.0,15.0,55.4341025116711
23.85242193117782,1.0,11.0,39.170318170886816
22.045639233196052,1.0,7.0,32.97966599281002
18.64503574195385,5.0,16.0,63.094196855629576
24.471578024517168,4.0,16.0,62.592249223755886
25.098725642504768,4.0,14.0,58.74811564841888
18.065316924704863,3.0,13.0,51.57557516014422
18.224066735589847,1.0,14.0,42.35717611085213
25.89692647033974,3.0,6.0,38.065402694236305
34.70336040896226,3.0,17.0,74.41251490353248
23.69286192733751,1.0,6.0,28.222648034789273
28.857803133537853,4.0,17.0,69.76529116495884
34.76414740551828,4.0,5.0,49.314824406839016
27.337024283988782,3.0,19.0,70.04833202668038
28.17946510389689,4.0,16.0,65.37917229233008
23.457357753521432,1.0,15.0,43.07362605670515
20.83536241882141,5.0,12.0,54.29109919383437
11.527764031848267,1.0,18.0,41.28119912892126
28.753323096494213,3.0,12.0,56.58026220745981
13.540867564231394,5.0,18.0,60.147088952808375
20.403083672743975,2.0,12.0,40.209883277280134
18.03701691794734,4.0,8.0,44.68939591294136
22.91831936774589,1.0,6.0,30.85832288057602
24.13807890084953,2.0,14.0,52.15450871099184
18.570040486028148,1.0,20.0,53.76250714727829
23.31985297321927,4.0,15.0,58.19054441095794
28.198180666024644,4.0,11.0,59.027326736950236
24.703865189741848,5.0,16.0,68.4646575137601
20.67178740324539,4.0,15.0,50.88469520397159
28.677172321776204,2.0,11.0,49.907912927523405
21.30260905642841,3.0,14.0,51.84052334394544
22.717931152557714,4.0,11.0,47.638517024824885
23.523282556153298,,11.0,42.833444464846664
20.15265245612744,4.0,9.0,44.61242020364505
24.613299301578735,,8.0,56.57211069920781
26.247053273368273,2.0,5.0,33.48050485147933
36.611259550593346,1.0,13.0,55.24842687150562
20.01774872351987,3.0,6.0,35.50057331509412
27.728995947305854,3.0,,49.85950049482531
25.78239956020485,1.0,14.0,51.77936625311898
23.04821989179769,5.0,7.0,48.981104528338655
30.437217613401653,2.0,15.0,55.136144935080694
20.24793409539535,5.0,19.0,62.70754502591457
16.571188830656403,3.0,12.0,
,3.0,15.0,51.3448991169256
27.243130603412876,4.0,7.0,50.127591413838424
21.087244965218286,2.0,14.0,51.11545969682916
23.564667983022943,2.0,9.0,38.852420380764606
30.714092563205313,1.0,19.0,60.95040958549455
23.554949687762736,1.0,18.0,57.209329924164166
27.41893799340805,2.0,8.0,44.60746824077836
20.056737501886502,4.0,11.0,50.960414826387414
12.004860918101752,4.0,15.0,49.86710769993011
23.534349383591277,4.0,6.0,50.22107308643657
24.38570175851939,3.0,13.0,53.5888756166841
23.318392595138228,1.0,6.0,33.873180313744285
20.913125235649083,4.0,6.0,44.79117067762319
19.890367603364957,3.0,13.0,56.55274523795771
17.44072348764768,3.0,,37.88777312131116
23.185843390161317,1.0,13.0,40.5640408459128
27.568287590614403,1.0,16.0,50.77154399471789
19.58980499734612,1.0,14.0,49.93023619499096
11.97892924537117,4.0,10.0,37.221688473301185
19.67973795579916,1.0,17.0,45.391912355814355
23.71227666681215,1.0,18.0,56.36758140039846
10.988911955129717,3.0,15.0,45.12837671947473
24.660613070719865,4.0,,64.69346986380157
24.358952132467834,3.0,17.0,61.08286548290336
16.01014218818157,4.0,12.0,48.8871872633486
23.884910417325074,3.0,15.0,60.14765821295596
25.15630944156017,2.0,5.0,36.86582065177789
20.840533813545576,,9.0,53.50452583210705
22.74054030850676,4.0,17.0,61.863239865457764
15.211878569801371,1.0,15.0,40.32840515543646
16.725018018489617,3.0,6.0,38.09885202025553
25.08278317776141,,14.0,52.62696351324431
20.156216215361173,3.0,17.0,52.45293387440262
24.587755089734298,4.0,11.0,53.57789061835092
21.95490437613402,1.0,13.0,44.53347405656825
28.007667249751748,3.0,17.0,61.077472878761306
21.984406396746213,1.0,5.0,27.552332281782707
13.96273733149383,3.0,17.0,53.276591803614195
24.47127884657841,1.0,6.0,34.18922704389349
19.85076830770923,3.0,11.0,45.26150292824845
24.720601293668057,2.0,19.0,57.35326730750755
17.71654575613315,1.0,7.0,31.947912505562257
23.37476984641223,3.0,13.0,51.55244290102199
22.79140700041434,4.0,15.0,62.0214286026347
25.411297202386955,2.0,18.0,56.247435981772995
28.44696329321617,3.0,,63.3355178248545
28.406893157598255,3.0,6.0,45.583743191576175
10.8976814185951,4.0,13.0,49.20274218836826
17.624859009925892,5.0,6.0,
17.058135458426754,4.0,5.0,38.813082811973224
23.439140763414613,2.0,19.0,57.310237122846
23.015563691782322,4.0,12.0,50.41777090029898
23.93762027068762,3.0,17.0,57.25559832118335
22.98786345661649,3.0,14.0,55.05915828788457
17.932963942962022,5.0,9.0,45.57778891324508
19.785079736905924,3.0,5.0,41.712284680946524
15.654803298947728,2.0,12.0,33.292088509906
25.57856210888228,3.0,15.0,58.21399584656664
31.022079115483614,4.0,9.0,144.2131909381774
20.640790063939402,3.0,13.0,50.87538744332314
28.703293323398302,1.0,19.0,61.518060808839564
17.68472276855864,2.0,14.0,40.79896950323864
18.992370002168,2.0,19.0,53.546101123676195
29.057412035566983,2.0,10.0,44.80532456683911
22.106066903850408,5.0,17.0,64.53322394846154
23.010587729721895,3.0,15.0,54.674531183523165
34.22403494705442,4.0,11.0,59.10498957436315
22.44362985441195,5.0,14.0,60.149382314910085
28.854195787668495,2.0,12.0,48.568023906061214
27.976542776209023,3.0,18.0,64.74716249130678
16.727466685324913,1.0,16.0,47.85925987079051
20.252455466256528,4.0,6.0,38.568557590237155
23.066924605022997,5.0,7.0,49.756961090085454
23.64633873196793,5.0,20.0,71.47008365203098
15.719534336204031,4.0,11.0,44.0684278675037
23.313112974292007,1.0,8.0,32.84590871886388
23.653866735322058,4.0,10.0,48.837831120004296
20.97113106315552,1.0,7.0,138.18767161454215
21.421059367197557,3.0,15.0,56.25297707681449
15.761589891144514,,19.0,58.31242858833567
28.52010752535147,5.0,13.0,65.62241229546873
22.278583226806678,3.0,7.0,39.39836941739092
19.054375149690433,3.0,15.0,53.81285531846346
24.671885645093717,3.0,6.0,36.15643591689554
20.1873274734589,5.0,15.0,
27.171210594173132,2.0,10.0,45.15928101371738
23.93508337984228,4.0,9.0,47.27722085509899
17.88751479753704,3.0,18.0,50.10273059369416
21.76174571057163,1.0,11.0,34.15568804791961
13.71762448315992,2.0,13.0,38.35349448916
27.333054851257863,5.0,6.0,50.12438650595743
20.635711997417822,3.0,16.0,55.1594984457317
23.879960971265852,2.0,19.0,63.90484673933584
25.23218420186548,5.0,14.0,55.19083397876846
17.90177725162552,5.0,6.0,39.68910124980704
30.94100744779768,2.0,16.0,58.530066471399145
20.13102352937034,,10.0,37.85272085875918
21.00796182122831,2.0,18.0,55.95199566123631
15.1436418137626,3.0,9.0,36.47379981536873
20.96384639530048,2.0,15.0,
16.021786609398763,3.0,18.0,60.941727244420846
14.989830150069455,4.0,7.0,35.60995646858804
38.72194476866788,1.0,19.0,70.60651176829005
27.57119103105906,2.0,20.0,65.33928360085592
18.750819135978837,2.0,5.0,30.105051297856512
18.34057069159235,1.0,16.0,51.80722249093879
15.09730514549403,5.0,,45.18144363460764
22.0223870469197,4.0,5.0,37.156360409330105
19.79257362101342,5.0,16.0,59.76025510243082
19.1192481253954,5.0,10.0,48.051148305969235
20.920256652593384,2.0,5.0,33.78369685638069
20.518400307661956,1.0,12.0,44.734983861579565
28.59133821348381,4.0,15.0,61.220296091495484
18.56540074288127,2.0,6.0,30.278052362163997
20.439730952200406,5.0,16.0,64.04389932796602
20.08723635951674,4.0,13.0,51.042920546254884
21.64619155578305,1.0,18.0,52.69765894715577
15.109337354337338,3.0,17.0,49.92939555845516
30.05658850923443,5.0,6.0,49.578609352460134
26.376984729246487,1.0,5.0,33.80372641713691
20.363867869633562,5.0,19.0,70.37073811128562
21.53137773891212,3.0,16.0,55.6775741052988
30.852795221335747,3.0,12.0,58.95738600958703
17.765518199526987,2.0,8.0,31.939243799807375
24.065259209612716,3.0,19.0,62.41512689867199
27.589991880923847,3.0,8.0,45.288009598807044
20.158473207605063,2.0,14.0,48.053797799346405
21.15476675108575,3.0,15.0,51.28262944038869
16.203269083191103,5.0,12.0,
23.551163792698745,5.0,13.0,57.24103874116822
12.88233732720843,1.0,16.0,42.96948819915842
,4.0,13.0,61.97029388180263
27.566643381925395,2.0,18.0,62.45523237417847
25.119245981432513,2.0,18.0,57.81703610259425
19.64781850022884,2.0,11.0,47.692549774269835
23.370459955876754,2.0,9.0,40.57413053149963
20.001614419126692,5.0,5.0,35.80226993489502
14.857780799641112,1.0,13.0,39.159348099362006
24.745812468593783,5.0,15.0,60.701989791598244
18.40635398045379,5.0,12.0,51.392296350586776
22.123997716470534,5.0,19.0,72.71622581931881
25.291486522806586,5.0,16.0,62.38494801949286
18.33529488891765,1.0,13.0,40.329596255067074
28.004448853198554,3.0,17.0,63.908928901686934
27.036048597936098,3.0,8.0,49.26474657540614
16.623026960600747,5.0,17.0,52.599271304091396
,4.0,17.0,59.34868328354585
28.16294526273863,3.0,14.0,59.01893978291274
18.58351275141161,3.0,5.0,37.80411739653549
18.95771535823892,,18.0,60.02892956531675
24.6887933593985,4.0,5.0,44.0972188471193
19.230570105336867,2.0,13.0,47.17906879131961
25.2066505745539,1.0,9.0,34.69110049284152
24.857896703079277,2.0,20.0,59.929207049099304
15.400237239537347,4.0,20.0,62.65995176295866
26.97527660537687,3.0,10.0,48.067441183627956
22.20927070345329,5.0,16.0,59.188763932437766
14.29467186010299,1.0,20.0,47.1436791697104
18.05987260635254,1.0,8.0,32.21512019937221
26.172538044742502,4.0,9.0,48.73951099262373
27.073930214715556,4.0,11.0,54.282153900623655
,3.0,19.0,64.17983672318228
19.60559822923035,3.0,18.0,55.52226533676676
28.27450885971818,1.0,17.0,54.0251241572121
22.08693257540313,,9.0,37.48251530229798
24.698894748525998,5.0,7.0,48.15744534475777
21.000585453870567,1.0,7.0,34.66552882339455
17.679817131253593,5.0,18.0,63.59724893442236
30.429739921150045,2.0,17.0,62.65168266829155
14.54965866764607,2.0,17.0,46.42212803384959
18.619987021357353,5.0,19.0,65.41359329782314
18.278982327657438,2.0,12.0,41.6164817326795
23.041589261234645,1.0,6.0,32.090810142761406
32.30922178884214,2.0,14.0,56.733443478923576
29.02500789829172,5.0,12.0,62.753148473099934
12.663469381596846,3.0,17.0,48.545861398179284
21.24697503038198,1.0,14.0,40.4246201436152
23.178248316517923,2.0,,41.26313885517989
20.95267400293732,2.0,12.0,41.42035078318341
23.751536586668976,2.0,10.0,47.165510590469715
27.20698004176959,2.0,13.0,50.24076604886255
32.14471466867546,5.0,8.0,58.61794741897534
22.290318973281522,5.0,16.0,64.66356819081004
23.128725665038502,4.0,18.0,60.85602387194704
25.018797231037837,2.0,11.0,44.8355222732964
19.463249265219396,1.0,,42.62633834849976
23.25790877134617,2.0,,42.139118886244624
31.62025327487524,2.0,13.0,58.241303699117395
23.754230313164157,3.0,20.0,64.86344195695507
,2.0,15.0,58.719349598225065
17.77988676708386,2.0,16.0,49.562948461980326
29.108359653327568,5.0,11.0,60.33195944690335
11.576514348384237,4.0,20.0,53.81017041707274
29.13318288174038,1.0,11.0,42.327308310129894
24.06144243847009,4.0,19.0,66.63776834371957
29.300769417459197,5.0,11.0,59.77934148082002
18.701083701979595,2.0,20.0,64.42131373730324
18.178216268447542,1.0,17.0,48.817438084747636
28.16926082892075,4.0,11.0,56.05684285017323
19.124499373769737,5.0,16.0,61.0927171603917
12.152706524074905,3.0,10.0,38.080674827134516
19.830679147136927,2.0,17.0,
25.200956340778852,3.0,14.0,58.75470646595235
31.495428538648934,3.0,8.0,46.95527210303359
21.28936991783342,2.0,17.0,52.11077551734296
22.321007480954666,3.0,12.0,46.926997551296814
25.610220814447434,3.0,5.0,36.926844012271175
24.667293492451595,5.0,5.0,47.82824643908437
28.603576649026863,4.0,15.0,61.86752694489196
31.363632598962376,5.0,19.0,72.84383875069643
22.531192284771116,3.0,7.0,146.31000174751213
18.95972244019854,5.0,10.0,
20.496627412410866,1.0,10.0,42.32742326498815
21.109791735542636,5.0,6.0,46.47964721875118
18.836001807951536,5.0,17.0,58.486762933116275
26.544590695209568,1.0,,57.72292031999796
17.052133016700548,2.0,7.0,32.01103620153174
19.2961297758219,5.0,,52.89149509511438
19.565991272883007,3.0,20.0,63.29568416701103
19.744568440486052,3.0,12.0,50.21959818263346
19.52730447710492,4.0,19.0,61.35345489770374
15.185980011446652,4.0,5.0,34.27321591432678
22.29679434678046,5.0,13.0,51.21275475619517
23.55809144769687,3.0,12.0,48.77633892567338
20.979760708387424,1.0,12.0,47.96853556241733
15.815547313464716,3.0,9.0,32.82533551496053
22.967672017196264,4.0,17.0,63.024335742271234
13.53076858590811,2.0,11.0,35.040091094090975
23.582417022723465,4.0,13.0,53.714473725279476
25.678323155135985,3.0,16.0,58.879515338035674
26.729847172397655,3.0,9.0,44.69135065157199
26.49077016287904,1.0,19.0,54.5163542813239
26.86599940070284,5.0,7.0,45.3785227621418
27.837952966497806,,8.0,53.519546690655226
21.047075358378965,5.0,12.0,
14.54338946292448,1.0,5.0,25.594784671923254
,3.0,16.0,
26.85940241789446,,13.0,50.575671469956646
,3.0,5.0,39.58991373068798
19.890010864404594,5.0,7.0,47.67399717140373
11.21279589459319,5.0,13.0,51.7170819100924
23.910361224489897,2.0,16.0,59.10737321241392
20.552311643661955,2.0,15.0,48.344701450441775
10.770894195781946,1.0,7.0,28.687624774694804
26.039844753177846,4.0,,51.845568496126695
24.373884859854364,4.0,9.0,48.127145879208335
20.68012075838335,2.0,15.0,49.178811338065934
,2.0,18.0,
22.701703369791186,4.0,18.0,
19.096149428945242,2.0,20.0,50.3520641647597
19.999505076134533,4.0,20.0,61.761985842294976
23.438935252177572,4.0,20.0,66.68156818737403
13.407629097138782,3.0,9.0,29.667368388079897
18.369182303351014,3.0,6.0,35.20718281924462
21.894879062545396,4.0,8.0,44.33323062132088
17.229606124810456,3.0,7.0,38.084749927449536
18.862376960737585,1.0,,
11.825727131793887,5.0,9.0,34.73324138487119
23.36927978539882,2.0,14.0,51.28992194701767
23.14635318635741,4.0,18.0,61.29227858662918
11.999505665409146,5.0,8.0,40.31539241894297
16.53083273805395,1.0,9.0,30.507189518535604
10.204506693246344,1.0,15.0,36.959220136549014
24.608483848027777,2.0,10.0,48.319389156026126
,5.0,7.0,49.863665645217615
25.757869817710482,2.0,5.0,37.402341236439625
19.664674795625146,1.0,11.0,43.9496132628303
19.807097751992327,1.0,8.0,36.660632324551436
22.839369591710046,2.0,17.0,59.46918034123336
25.59145095443649,3.0,13.0,46.03380413057936
25.98546781046776,4.0,5.0,43.83582803573709
20.193382848666886,1.0,10.0,36.09399150176848
17.303329849436956,1.0,,47.91178612558797
13.807214716505246,3.0,7.0,33.95127137259547
10.461748357324357,4.0,9.0,38.51733585921106
24.108063424178276,3.0,13.0,54.84986225052434
16.28214440690153,5.0,7.0,41.20451850899679
12.169965580758598,1.0,7.0,26.899954314008912
25.898705818368075,1.0,6.0,33.38748754425551
24.14014788050575,2.0,,54.32669957070211
21.48950530725327,3.0,6.0,38.430972375012004
29.065983151916292,5.0,11.0,57.220174785576425
16.0749270491238,4.0,17.0,51.79763035542774
13.403581060507333,4.0,7.0,38.515673005033456
24.31382806748695,5.0,13.0,57.685674781319946
27.55942997220165,3.0,13.0,56.25819142023682
20.90502651014677,2.0,15.0,52.10487650429555
17.20656913427076,4.0,18.0,59.46827275987133
24.360241114345257,2.0,11.0,48.71458419198368
18.962255103233943,,9.0,49.61098784272815
23.60856045677731,3.0,12.0,55.11335969881027
25.443900114447814,3.0,19.0,63.053714935031564
22.055809352389225,2.0,20.0,58.118523427313434
,,8.0,50.07537686940991
12.409411177264499,4.0,18.0,55.337678486146174
24.22774086240797,4.0,13.0,56.56845866093178
20.387761066899213,4.0,10.0,45.190919133797564
19.61624819462785,,13.0,49.30197977947404
15.933539933059963,1.0,12.0,36.63992397587982
22.652873450272615,2.0,5.0,35.35409872571948
23.58407145819705,2.0,5.0,36.740376112033836
26.97043802885046,3.0,13.0,48.18197378691855
23.03697221748077,2.0,10.0,43.50940712177246
16.58370781485675,4.0,6.0,39.52441064126355
19.225192472466595,3.0,11.0,43.03576705863141
24.801288157080883,,7.0,
19.388537714781833,2.0,9.0,39.42454833613057
17.45524992870915,5.0,17.0,56.52310906086492
12.431105698956225,3.0,17.0,47.3776456275226
18.22425373546742,4.0,16.0,50.620128049812585
23.523495181275237,4.0,10.0,52.30573868358189
27.777831651349544,1.0,13.0,44.19982230985944
23.674226127870963,3.0,9.0,41.93698658648919
21.632865660490353,5.0,14.0,49.38358359612825
23.18646355267706,5.0,14.0,58.49807110505956
27.426045662807965,4.0,20.0,71.69274910483009
17.615381500838808,2.0,17.0,46.49203898356394
18.877394092810903,3.0,16.0,52.471908938001036
24.913565756184244,4.0,10.0,54.55389223363374
27.821081118372838,3.0,16.0,54.89686334506179
17.217916523295504,3.0,7.0,38.95051899276404
23.206513709684263,2.0,9.0,34.75956323866157
21.024326745765237,1.0,16.0,51.182745104420654
30.585814207201015,4.0,5.0,45.122536508785146
24.13540831577896,4.0,14.0,61.07218066827425
18.193530052763393,3.0,5.0,25.173235369079656
18.33673027495172,3.0,16.0,53.06342683121854
15.833284615041721,,8.0,41.60708579645436
22.137796823700548,5.0,10.0,
18.477625686838905,4.0,11.0,47.5381232647744
23.353567825599878,4.0,12.0,53.55136262859898
24.27746778616192,3.0,9.0,45.25670014006883
26.63236447907678,4.0,,48.183868275401984
20.076043150717275,4.0,11.0,52.567877117922905
26.363396652721136,1.0,8.0,41.142050555517244
19.844124020443058,3.0,14.0,55.84974786881825
13.937002548257258,5.0,18.0,55.71810749161553
24.9968571961207,4.0,20.0,67.90700530233337
24.140091164046748,4.0,16.0,60.027389053695224
13.50132747336569,3.0,10.0,42.74372837009037
25.293050635220062,,5.0,44.608060401255436
23.16062053721792,4.0,9.0,42.5650390307041
18.93747115088271,4.0,17.0,62.45461971420758
7.539901070589991,2.0,19.0,47.29348236016427
,1.0,9.0,39.22605095937528
19.161935845967175,2.0,19.0,59.164537711344444
21.153227477882584,5.0,18.0,62.634451506753535
24.069639878711094,5.0,6.0,47.571365450142665
26.308591967294543,2.0,8.0,41.952769764132114
24.12337425456592,1.0,11.0,40.03295117833833
19.879451275428398,4.0,10.0,46.796233069092025
20.26913030392629,4.0,,51.690097863630314
28.45392622983662,2.0,10.0,47.31403831897859
26.589788955806675,3.0,14.0,56.51162072312735
23.114138854064,4.0,12.0,
26.964532426747667,4.0,9.0,50.87571847278249
18.902307090780536,2.0,18.0,53.67434787205598
17.639370230884243,5.0,7.0,
26.2312325386354,4.0,5.0,
18.51497421144341,3.0,6.0,33.34105796855839
21.520146956962353,1.0,13.0,38.98000524733612
25.43523085638428,2.0,7.0,38.14385480746236
21.70188222709873,2.0,10.0,40.47769027975851
34.05621217374575,,10.0,53.73132441036786
21.00335446358129,3.0,12.0,45.343128624914534
35.41075302615336,2.0,12.0,55.3895944298632
20.455828128371433,1.0,14.0,43.48310038432338
25.452295840981996,2.0,20.0,61.986401178562225
29.48438724486579,2.0,8.0,46.28558852247922
16.913441598285466,1.0,19.0,49.75374120339754
15.91805867329857,4.0,6.0,162.19716790697208
22.356645558450236,2.0,10.0,41.554079747676425
28.928423221015663,4.0,14.0,60.044064368265126
21.48046473198316,5.0,17.0,65.32441654203966
27.051841285661983,2.0,20.0,67.13721398632649
11.027371286407838,3.0,18.0,51.25876345662203
29.313075646882822,1.0,14.0,54.01186053228458
18.474399577290093,2.0,13.0,42.897450248775584
,4.0,8.0,46.275456691860526
15.909910269872473,1.0,5.0,25.62836339393646
25.077853879772977,4.0,16.0,59.088428750829614
21.723948177156835,3.0,11.0,48.71074193123244
,4.0,6.0,
20.07411997271378,5.0,20.0,63.18773099015512
23.610549548052834,2.0,10.0,43.42504515607237
17.797887386238187,5.0,16.0,58.94268848206694
21.798768008657852,2.0,11.0,42.91243794739485
21.473876460212278,4.0,6.0,39.37106799797902
15.00245161203339,2.0,13.0,38.45798392188839
16.658814935094906,5.0,14.0,53.373998170019455
14.239879299560242,2.0,16.0,44.95374097206539
25.293179090015947,3.0,16.0,57.40723074236522
34.243820145274356,5.0,13.0,69.20582069724865
21.01775537533837,1.0,5.0,29.475325518889672
28.354778523103736,3.0,13.0,58.34490367048443
30.567045196858075,2.0,20.0,66.54308557612096
18.033224159159445,4.0,16.0,54.18684608259104
17.63520049440001,1.0,,47.467524873993476
28.13011677374976,4.0,18.0,69.41338980349339
22.3048367221662,4.0,20.0,61.577824882250376
24.81255571768752,3.0,13.0,51.84590201658213
15.50242064304118,4.0,17.0,53.3354524096496
15.838013416997898,1.0,16.0,46.118158719670994
18.49570417629646,5.0,6.0,42.61678666008121
25.50863108498791,3.0,16.0,59.85098658492627
25.21824081822934,3.0,18.0,62.28976063973524
21.3296722598726,2.0,10.0,41.4521511916447
21.542887347961216,1.0,,35.14911969177758
24.23823756165315,1.0,6.0,39.89988342715034
19.376148039297995,1.0,13.0,44.60230148881511
18.587566886713752,,12.0,46.120686232453465
23.002522305097433,2.0,17.0,56.08759463791895
24.106794009416348,4.0,10.0,46.44309285389127
17.11970989346919,4.0,9.0,41.47514431266876
18.436134618784042,1.0,11.0,36.967773400955984
22.281973139034573,2.0,13.0,
,1.0,13.0,36.34470486374893
27.621496892261657,3.0,19.0,66.19333626502136
24.003726984340958,5.0,10.0,49.56992474795445
21.720400637366378,1.0,9.0,36.41244783450355
21.893061530472853,3.0,12.0,49.10260384679742
16.510976279280065,4.0,6.0,38.34831821640475
15.671091956936545,1.0,15.0,44.457335923153764
15.790187738811525,4.0,11.0,40.125457685540795
25.938682910007362,4.0,9.0,51.117372534696095
13.434029447843914,5.0,16.0,53.810040293990134
31.59427280557893,4.0,9.0,53.89962431738432
22.551865194942362,3.0,13.0,48.63864664277093
14.817740664840017,,14.0,46.74656063914793
19.347531691036036,5.0,18.0,65.19472709291905
20.557417428371828,1.0,13.0,42.02964074421695
26.901116164348124,2.0,9.0,39.94162520554292
29.457801966177087,,10.0,55.312002107805654
26.777068478077656,5.0,18.0,65.19467984679527
25.39028301068976,2.0,16.0,57.971307304099035
21.077829840729045,4.0,20.0,65.67108589519228
,,13.0,59.503282432674084
29.132623339903674,5.0,16.0,72.07290635024174
12.560091271591707,2.0,,29.66343484247851
21.27120682106361,2.0,17.0,
22.819467359893533,2.0,10.0,43.0189502181344
20.23167047208813,3.0,16.0,55.30730721467222
17.74340138395106,5.0,14.0,48.67377608007782
23.14256715535354,5.0,7.0,46.157343617780974
23.61756874554813,,19.0,64.91635668533127
20.83612085454931,4.0,,43.27979740641633
21.041955111927972,1.0,20.0,116.51965722515556
19.615779693034128,4.0,18.0,65.12232546836705
